label                     Axis1      Axis2      Axis3      Axis4 
NM_014613.3        0.14421    0.01731   -0.08117   -0.01372
NM_203298.3       -0.22063   -0.20042    0.08546   -0.13297
NM_016019.5        0.39323    0.00325    0.02528    0.02946
NM_199337.3       -0.15952    0.11254   -0.04438    0.09845
NM_016078.6        0.37591   -0.10342    0.03248    0.03931
NM_006136.3        0.45992   -0.02161    0.12386    0.08004
NM_016495.6        0.16817    0.04907    0.09138    0.00975
NM_020230.7       -0.55150   -0.02136    0.00761   -0.02147
NM_005729.4       -0.52124   -0.11954    0.11950    0.27900
NM_014494.4        0.31847    0.04713    0.05900    0.01557
NM_017747.3        0.43308   -0.00538    0.02775   -0.01420
NM_030821.5        0.04153    0.01729    0.00502   -0.00446
NM_020244.3        0.18948   -0.20253    0.10333    0.01581
NM_005147.6       -0.22470   -0.01024   -0.12607   -0.02443
NM_004309.6       -0.66351   -0.04553    0.01777   -0.08497
NM_001272051.2    -0.26993   -0.02262   -0.00913   -0.02449
NM_015342.4        0.42166   -0.02143    0.07212   -0.04407
NM_015355.4        0.40226   -0.14977    0.09660    0.01731
NM_005973.5       -0.10137    0.03564   -0.01584   -0.06395
NM_021933.4       -0.46341    0.06461   -0.15028   -0.00832
NM_198507.3       -0.13942   -0.33968   -0.03929   -0.08927
NM_173542.4       -0.62585   -0.01780    0.01262    0.06988
NM_002868.4        0.02811    0.20569   -0.07631   -0.12818
NM_003587.5       -0.20074    0.15725    0.02997   -0.07389
NM_001003681.3     0.17486    0.10832   -0.04797   -0.08779
NM_017846.5       -0.15176    0.20014    0.06997   -0.09847
NM_017664.4       -0.07584   -0.17867    0.01170    0.01506
NM_002439.5        0.35743   -0.11945   -0.01894    0.00756
NM_198467.3        0.27350   -0.06876    0.01514   -0.06125
NM_145043.4       -0.06282    0.01981   -0.22357    0.08202
NM_013399.3       -0.42405    0.19594    0.31289    0.29684
NM_001494.4        0.27465   -0.01695    0.02566    0.08855
NM_006246.5        0.35081   -0.06408   -0.01135    0.03907
NM_005004.4       -0.22439    0.04102   -0.13558   -0.01912
NM_017832.4        0.25837   -0.02716    0.16785   -0.08009
NM_024881.5       -0.68767   -0.19759    0.14408    0.01568
NM_004060.4        0.46613   -0.05932   -0.11635    0.07807
NM_017906.3        0.33497   -0.08067   -0.09480    0.11674
NM_012162.4       -0.53003   -0.01364    0.02566   -0.02616
NM_021942.6        0.36977   -0.00661   -0.03763   -0.01171
NM_013236.4        0.11156   -0.07479    0.05715   -0.01052
NM_024069.4       -0.60269   -0.04891    0.01443    0.23745
NM_032177.4        0.40689   -0.00569   -0.04935   -0.12414
NM_002951.5       -0.04843    0.05469   -0.00143   -0.01266
NM_017443.5       -0.30115   -0.07216   -0.17857   -0.14573
NM_004712.5       -0.54770   -0.00227    0.00061    0.05269
NM_012143.4       -0.27653    0.07976   -0.13852   -0.04186
NM_000293.3        0.29772   -0.03130    0.05352    0.06064
NM_002503.5       -0.42868    0.04261    0.07734    0.09480
NM_017426.4        0.48330   -0.05423    0.03044    0.03084
NM_002586.5       -0.30891    0.14668    0.00743    0.03881
NM_002816.5        0.32703    0.00622    0.09811   -0.01886
NM_004035.7        0.01568    0.14403    0.03041    0.02476
NM_003675.4        0.30684   -0.09980   -0.02783    0.03632
NM_018362.4        0.47819   -0.06394    0.09392   -0.00649
NM_152551.4        0.30642   -0.07839   -0.00821   -0.08517
NM_024731.4       -0.73495   -0.09376    0.07190    0.03190
NM_024805.3       -0.13096   -0.17004   -0.08271    0.07505
NM_005600.3       -0.01818    0.10109   -0.04552    0.01949
NM_003676.4        0.12252   -0.02998   -0.01313    0.00543
NM_018471.3        0.50002    0.06774    0.07369    0.11838
NM_015143.3        0.34952   -0.02481    0.05738   -0.11980
NM_016142.3        0.11969   -0.04658    0.03011   -0.09537
NM_002435.3       -0.25328    0.23739    0.00532   -0.08881
NM_007104.5       -0.33083    0.06579    0.14579    0.04650
NM_012228.4       -0.14262   -0.10173    0.02292   -0.11491
NM_014665.4       -0.46742    0.14693    0.05188    0.02361
NM_003142.5        0.55537   -0.09492   -0.01175    0.07913
NM_013366.4       -0.58266   -0.00423    0.02751    0.00941
NM_018989.2        0.41875    0.05881    0.03691   -0.00705
NM_002788.4        0.56819   -0.10533    0.03719    0.16927
NM_013260.8        0.02331   -0.02508    0.02573   -0.13344
NM_020132.5       -0.47439   -0.18777    0.00199    0.08031
NM_023933.3       -0.62074   -0.21899    0.12736   -0.07000
NM_152699.5        0.29411   -0.02938   -0.11863    0.05994
NM_004879.5        0.15138    0.04593   -0.00962   -0.00728
NM_017970.4        0.03072   -0.03619   -0.08495    0.03834
NM_024086.4        0.20146   -0.15628   -0.03970    0.02014
NM_052876.4       -0.71760   -0.05379    0.06104   -0.08175
NM_004708.4        0.39417   -0.27946   -0.12940    0.05502
NM_000512.5       -0.41813   -0.19319   -0.21206   -0.03071
NM_001001410.3    -0.56994   -0.23739    0.02774    0.05500
NM_001012759.3    -0.46602   -0.01283   -0.07213    0.00518
NM_014868.5       -0.01886    0.10648    0.03415    0.11766
NM_138408.4        0.34790   -0.06802   -0.01102   -0.25610
NM_030937.6       -0.25643   -0.05142    0.02425   -0.07718
NM_012469.4       -0.23831    0.08675   -0.07516   -0.03106
NM_001746.4        0.39077    0.08122   -0.00106   -0.01917
NM_016067.4        0.43712   -0.07796   -0.19405    0.03051
NM_001080432.3     0.14450   -0.00814   -0.03556    0.01095
NM_000447.3       -0.44804   -0.07440   -0.01059    0.08401
NM_007269.4        0.48426    0.00535    0.13123   -0.02155
NM_015571.4        0.57646   -0.03859    0.06733   -0.04108
NM_138381.5        0.28256   -0.12188   -0.02900    0.02732
NM_001909.5       -0.67711   -0.05493    0.00996    0.24202
NM_012336.4       -0.09243    0.05754    0.10553    0.03860
NM_004642.4       -0.39243   -0.26758   -0.09863    0.08778
NM_004475.3       -0.30236    0.16386    0.05570   -0.03091
NM_000144.5       -0.15832    0.02346    0.19267    0.21376
NM_004461.3       -0.53179    0.04690   -0.00430   -0.08954
NM_024578.3       -0.41583   -0.03111   -0.08407    0.05427
NM_012138.4        0.10752   -0.05222   -0.12224    0.01640
NM_003849.4        0.19326    0.02416   -0.01661    0.04788
NM_001177.6        0.51425   -0.15633   -0.02836   -0.08434
NM_017916.3       -0.38974   -0.14167    0.09167   -0.02905
NM_015694.3       -0.51912   -0.03486    0.04817    0.10537
NM_001569.4       -0.48291    0.03296   -0.13062    0.07459
NM_024516.4       -0.46048   -0.01662   -0.01355   -0.06662
NM_003365.3       -0.27240    0.13845    0.17121   -0.00193
NM_016129.3        0.41413   -0.02618    0.03708    0.03201
NM_032164.4       -0.09347   -0.09513   -0.02571   -0.03630
NM_032476.4        0.11931    0.04307   -0.12446   -0.05017
NM_002567.4       -0.34599   -0.13454    0.01603   -0.02776
NM_018464.5        0.26149    0.22997   -0.00266   -0.06460
NM_001833.4       -0.06835   -0.06010    0.12283   -0.09639
NM_000386.4        0.06855   -0.02220   -0.09562   -0.01417
NM_015330.5        0.22294    0.03851    0.03675   -0.02858
NM_144653.5       -0.77383   -0.09010    0.03665    0.10602
NM_006858.4       -0.63315   -0.14011    0.08578   -0.00917
NM_001144989.2     0.40172   -0.07570   -0.11413    0.01009
NM_016145.4       -0.56998   -0.26694   -0.13416   -0.18216
NM_025128.5       -0.33216    0.04729   -0.02860   -0.02010
NM_001040431.3    -0.26748    0.13188    0.18653   -0.24994
NM_005746.3        0.50771   -0.11065   -0.06627    0.08507
NM_006837.3        0.25107   -0.01818    0.08557    0.03092
NM_006122.4       -0.41763    0.08169    0.00210    0.01891
NM_014425.5        0.23956    0.00840   -0.11843    0.04965
NM_001013703.4     0.09516   -0.00451    0.01987    0.00648
NM_002806.5        0.53107   -0.01152    0.17021    0.06343
NM_014497.5        0.59477   -0.02141    0.04725    0.02634
NM_016475.5        0.47583   -0.04092    0.01564    0.05076
NM_018438.6       -0.45493    0.06813   -0.07570    0.05161
NM_014473.4        0.26593   -0.05357    0.01259    0.01155
NM_015388.4       -0.26298    0.04180   -0.10742    0.02313
NM_020150.5        0.20129    0.08328    0.20365    0.23301
NM_001919.4       -0.64673   -0.25538    0.12167   -0.10603
NM_006349.3       -0.47409   -0.00998    0.11590   -0.12319
NM_022338.4       -0.06819    0.05186   -0.13016    0.17100
NM_138572.3       -0.16544    0.03811   -0.08947   -0.08791
NM_002793.4        0.14808   -0.14306   -0.02490   -0.06216
NM_003904.5       -0.14997   -0.01542   -0.07097    0.03026
NM_006351.4       -0.45142   -0.17946   -0.05886   -0.12946
NM_016467.5        0.35881    0.17578    0.01098   -0.20410
NM_005981.5        0.05727    0.05140   -0.14643   -0.05649
NM_015705.6       -0.57985    0.03757    0.00236    0.10134
NM_003143.3        0.50882    0.03706    0.02569   -0.06961
NM_003187.5        0.48707   -0.05619   -0.00469    0.12570
NM_000159.4       -0.46895   -0.07629   -0.03128   -0.02129
NM_007033.5       -0.06765   -0.09339   -0.03655   -0.12035
NM_002748.4        0.46191    0.01858   -0.05130   -0.01482
NM_017813.5       -0.05844    0.07311    0.16999    0.20851
NM_147156.4       -0.00910    0.00918   -0.09107   -0.12348
NM_033112.4        0.03668    0.09662    0.08287   -0.10785
NM_003905.4        0.51280    0.03248    0.08307   -0.03549
NM_001514.6        0.45682    0.08599    0.02577   -0.15059
NM_001664.4        0.04166    0.03400   -0.16360    0.00123
NM_006559.3       -0.00457   -0.07627    0.15474   -0.11627
NM_016322.4        0.42620   -0.20832   -0.07934   -0.02644
NM_052859.4       -0.00127    0.01909   -0.04635    0.05922
NM_017884.6       -0.04556    0.06397   -0.09924    0.00790
NM_006699.5        0.40959    0.10972    0.00253    0.06142
NM_018163.3       -0.19390   -0.02182   -0.13369    0.10140
NM_017768.5        0.51479   -0.05104    0.02938   -0.07039
NM_025194.3       -0.30034    0.07631   -0.09897   -0.03036
NM_018641.5       -0.84745   -0.21360    0.02104    0.07659
NM_021260.4       -0.12676    0.10367   -0.06529   -0.01871
NM_006773.4        0.34017    0.06162    0.06497    0.02182
NM_020166.5        0.21791   -0.11245   -0.07024    0.05880
NM_014165.4        0.29792    0.06613    0.13683   -0.14655
NM_016009.5        0.46232   -0.08077   -0.00986    0.10519
NM_006360.6        0.39657   -0.06396    0.07540    0.01856
NM_002539.3        0.15395   -0.03853    0.01281    0.03275
NM_016406.4       -0.01969    0.20463    0.04221   -0.08753
NM_015315.5       -0.14691    0.12407   -0.01621    0.08179
NM_030939.5        0.24040    0.17113   -0.03346    0.05817
NM_002712.3       -0.25880   -0.08684   -0.07294   -0.09725
NM_005000.5        0.48536   -0.24831   -0.12736    0.19572
NM_005817.5       -0.53815   -0.03740    0.07492    0.06520
NM_183352.3       -0.29694    0.08274   -0.08185    0.13928
NM_005207.4       -0.13697   -0.01674    0.01263    0.04132
NM_001013694.3     0.03874   -0.07648   -0.05239   -0.12467
NM_018385.3        0.20348    0.00334   -0.01496   -0.00861
NM_002027.3        0.27338   -0.09242    0.03680   -0.11004
NM_018066.4       -0.54117   -0.05443    0.16380    0.13136
NM_001190.4       -0.49986   -0.00147    0.00004    0.02520
NM_002493.5        0.18099   -0.00880   -0.06752   -0.18854
NM_006245.4       -0.27448    0.12637   -0.01536   -0.07252
NM_014763.4        0.25996   -0.17358    0.00603    0.03032
NM_080821.3       -0.25514   -0.16209   -0.01013    0.04639
NM_024611.6        0.60900   -0.04485    0.09709    0.09291
NM_006386.5        0.17475    0.03712    0.12683   -0.03168
NM_033117.4        0.27555    0.09571   -0.00872   -0.09249
NM_014106.4        0.55920    0.00062   -0.02315    0.07527
NM_021222.3        0.06589    0.12055   -0.08992   -0.03090
NM_080391.4        0.32354    0.07715    0.07935    0.05447
NM_020202.5        0.18672    0.00221    0.06857   -0.02869
NM_015871.5       -0.46384    0.03230   -0.05727   -0.13694
NM_015530.5        0.28629    0.06212    0.08191   -0.04581
NM_002264.4        0.30493    0.03429   -0.08851   -0.01091
NM_007043.7        0.49958   -0.07463    0.04509   -0.05920
NM_005262.3       -0.51730   -0.36559    0.10669   -0.05523
NM_004589.4        0.02635   -0.22027    0.08355    0.00453
NM_173618.3       -0.51302   -0.05750   -0.19779   -0.06985
NM_018229.4        0.53659   -0.00111    0.09334   -0.03086
NM_032038.3       -0.52453    0.08366    0.00046    0.06223
NM_015131.3        0.37104   -0.10302   -0.08453   -0.01465
NM_003145.4       -0.04124    0.10571   -0.18416   -0.01547
NM_005969.4        0.32577   -0.07667   -0.00188   -0.08938
NM_012406.4        0.15413    0.07914   -0.07247    0.02254
NM_031288.4       -0.35277    0.06525    0.04875   -0.09563
NM_030953.4        0.22043    0.01720   -0.12665    0.00804
NM_015638.3       -0.16812    0.02921   -0.06841   -0.10998
NM_014018.3        0.18315   -0.04146    0.04864   -0.21010
NM_024528.4        0.13267   -0.03972    0.10403    0.08615
NM_012392.4       -0.34668    0.15095    0.05292    0.07627
NM_138400.2       -0.15599   -0.16569    0.00956    0.00630
NM_021970.4        0.52117    0.09483    0.11961   -0.13349
NM_003274.5       -0.09054   -0.09761   -0.17676    0.01403
NM_017881.3        0.39835   -0.10801   -0.25446    0.11601
NM_003489.4        0.45783   -0.09898   -0.10650    0.04992
NM_004528.4       -0.01724    0.14953    0.25361   -0.02175
NM_016468.7        0.34455    0.09854    0.24669    0.00848
NM_005471.5       -0.19067    0.08516   -0.06367    0.11827
NM_019121.2       -0.67083   -0.09278   -0.02837    0.03482
NM_022917.5       -0.24992    0.16335    0.04385    0.02991
NM_019104.3       -0.38580    0.16027   -0.03060    0.15669
NM_004766.3        0.36505    0.00463   -0.06076    0.01331
NM_022490.3        0.04294   -0.07311   -0.11692    0.02120
NM_018268.4        0.42139   -0.01473    0.05432    0.08161
NM_001933.5        0.06871    0.05872    0.01403   -0.00734
NM_016037.4        0.13742    0.01204    0.04118   -0.03852
NM_138423.4        0.16002    0.00480    0.08162    0.04666
NM_001010854.2    -0.15285   -0.03262   -0.03029    0.01077
NM_019070.5       -0.58385    0.04585   -0.03078    0.00763
NM_018465.4        0.33456   -0.24034   -0.10273    0.00314
NM_006597.6        0.21008    0.34225    0.16053    0.11970
NM_000157.4       -0.20127    0.15830    0.10115    0.08904
NM_015397.4        0.00408    0.05576   -0.11777   -0.07117
NM_005730.4       -0.27785    0.13612   -0.06795    0.09411
NM_005877.6       -0.19431    0.13432    0.02783    0.00934
NM_001099436.4    -0.44205    0.06734    0.00996    0.00511
NM_006468.8        0.18233    0.12132   -0.06177    0.08256
NM_006929.5       -0.22287    0.18316    0.00589   -0.01447
NM_024946.4       -0.00387    0.05495   -0.12647    0.02316
NM_014182.5       -0.21045    0.19868    0.08830   -0.13532
NM_005762.3       -0.35645    0.12658    0.21648    0.13783
NM_016462.4        0.23381   -0.06049   -0.29002    0.14419
NM_005339.5        0.45655   -0.01976    0.05146   -0.19030
NM_006331.8        0.10062    0.24650    0.06291   -0.21117
NM_003565.3       -0.66049   -0.01955    0.01099    0.08032
NM_021079.5       -0.21231    0.12732   -0.09540   -0.07406
NM_004846.4       -0.05889    0.10325   -0.07695   -0.07194
NM_012247.5       -0.06509   -0.10539   -0.16940   -0.00553
NM_006451.5        0.30815   -0.02497    0.11449   -0.14644
NM_016069.11      -0.40291   -0.08636   -0.02696   -0.08815
NM_018394.4        0.29583    0.01192    0.05084   -0.12016
NM_001695.5        0.42654    0.00184   -0.08388   -0.00917
NM_001025.5        0.39518    0.24852    0.11566    0.10115
NM_003818.4       -0.13971   -0.03290   -0.09492   -0.06077
NM_030752.3        0.42989    0.04020    0.13724    0.09777
NM_145052.4        0.13462    0.02281   -0.00689   -0.07536
NM_001658.4       -0.59571    0.12601   -0.14262    0.19458
NM_017994.5       -0.11304    0.06376   -0.01402    0.00447
NM_015348.2        0.33100   -0.12019   -0.01605   -0.02345
NM_016403.4        0.48541    0.06969   -0.05962    0.06622
NM_000318.3        0.40351    0.01761   -0.02992    0.04285
NM_015380.5        0.19080   -0.04481    0.00450    0.00606
NM_015554.3        0.28715    0.04472   -0.10058    0.09955
NM_020827.3        0.50731   -0.17513   -0.00509    0.02063
NM_030649.3       -0.62753   -0.06281    0.01059    0.03724
NM_005829.5        0.01609    0.25628    0.02837   -0.23480
NM_015327.3       -0.21174    0.12176   -0.01746    0.04411
NM_024042.4       -0.72548   -0.05157    0.14809    0.14995
NM_002808.5       -0.04553    0.23558    0.04508   -0.06332
NM_022821.4       -0.27942    0.25603   -0.00917   -0.05044
NM_001105573.2    -0.11215   -0.05262    0.13224   -0.03508
NM_003755.5       -0.54720    0.02871    0.04841    0.25331
NM_033198.4       -0.30293    0.05563   -0.03047    0.01774
NM_017583.6       -0.04310   -0.15198   -0.15642    0.03644
NM_002431.4        0.41931   -0.02914   -0.11830    0.01825
NM_002717.4        0.46993   -0.02912   -0.08305   -0.07206
NM_006445.4       -0.20180    0.12766    0.05123    0.02613
NM_018337.4       -0.74358   -0.26180    0.24793    0.00369
NM_024083.4       -0.51200   -0.12792   -0.09440    0.00942
NM_002787.5        0.43471   -0.05586    0.10205    0.01319
NM_006387.6       -0.59508   -0.03876   -0.06361    0.06843
NM_019051.3        0.35879    0.01130    0.08208   -0.03709
NM_002139.4        0.50677   -0.00168    0.09560    0.12795
NM_177533.5       -0.42814    0.06895    0.07829    0.03507
NM_007278.2       -0.07186    0.15406    0.14152   -0.26394
NM_020243.5       -0.13727   -0.20753   -0.24799   -0.06558
NM_022063.3        0.43773   -0.19609   -0.01945    0.06017
NM_014663.3        0.04098    0.07005   -0.03845    0.00543
NM_000629.3        0.52110   -0.08412   -0.02512    0.11156
NM_001084.5       -0.49435    0.08287   -0.03545   -0.07838
NM_014673.5        0.53922   -0.06209    0.00326   -0.03447
NM_020154.3        0.22555   -0.09849    0.00378    0.00072
NM_006924.5        0.01980    0.07040    0.15741    0.04385
NM_004890.3       -0.21758    0.20663   -0.02642    0.01298
NM_032168.3        0.43031    0.00420    0.00440    0.07279
NM_015922.3       -0.16536    0.01240   -0.15174    0.06583
NM_014943.5       -0.18295    0.00836   -0.09187    0.01807
NM_006134.7        0.52239   -0.06508    0.06849   -0.00227
NM_021156.4        0.09648   -0.00710    0.18360    0.03101
NM_030981.3       -0.43750    0.13523   -0.05302   -0.27015
NM_015484.5        0.23529    0.02080   -0.05621   -0.07948
NM_032286.3       -0.03678   -0.10035   -0.01126   -0.18285
NM_025158.5       -0.13953   -0.20778    0.02898   -0.08818
NM_015945.12      -0.40599    0.02935   -0.14396    0.15776
NM_002790.4        0.26042    0.10467   -0.06040    0.03679
NM_015525.4        0.57286   -0.01878   -0.03576    0.01062
NM_015859.4        0.57476   -0.24719   -0.09873    0.20279
NM_032569.4       -0.09999    0.01444   -0.01684    0.03786
NM_003750.4        0.37713    0.06443    0.06950    0.03192
NM_018269.4       -0.43079   -0.12783    0.01634   -0.08189
NM_015012.4        0.48474   -0.13529    0.01426   -0.01264
NM_198334.3       -0.07829    0.16983    0.02604   -0.07591
NM_007076.3       -0.52632   -0.15034   -0.06383    0.10374
NM_006991.5        0.28641    0.00256   -0.14766    0.03697
NM_002211.4        0.39137   -0.06746   -0.06325    0.04659
NM_014280.3        0.24613   -0.08018    0.05315   -0.06069
NM_152415.3        0.44492   -0.09422   -0.07995    0.04167
NM_012179.4        0.17105   -0.01839    0.00443   -0.06081
NM_018255.4        0.46278   -0.02607   -0.05864   -0.02973
NM_004457.5        0.42959    0.10660    0.12553   -0.01547
NM_015937.6       -0.44149    0.08150   -0.04720   -0.03116
NM_019009.4       -0.66480   -0.01333    0.02815    0.12344
NM_052951.3       -0.10707    0.08966   -0.05461   -0.06322
NM_012239.6       -0.26135   -0.07394   -0.13267   -0.02135
NM_006292.4        0.27576    0.12585    0.06272    0.06286
NM_004623.5        0.13033    0.04034   -0.14378    0.04388
NM_178014.4       -0.30638    0.28902    0.10199    0.17725
NM_181514.2        0.03014   -0.15260   -0.10778   -0.05884
NM_015047.3       -0.14980    0.14711    0.04656   -0.09198
NM_018244.5        0.07631    0.07019    0.01798   -0.08060
NM_015117.3       -0.43667    0.00578   -0.11193    0.06507
NM_004749.4       -0.29998    0.05408    0.00411   -0.03008
NM_005104.4        0.09088    0.11607    0.02031   -0.02303
NM_005977.4        0.54020   -0.00331   -0.00267   -0.01623
NM_002074.5       -0.21736    0.16252   -0.07311    0.12731
NM_052853.4       -0.32129   -0.01477   -0.09668    0.03665
NM_003168.3       -0.00535   -0.02119    0.17259   -0.36418
NM_032299.4        0.52130   -0.12409    0.06373    0.14690
NM_032373.5        0.49123    0.09210    0.08826   -0.07981
NM_080603.5       -0.26184    0.10914   -0.10325    0.10616
NM_015898.4       -0.84793   -0.27157    0.16494    0.03606
NM_057161.4       -0.17018    0.14157    0.03227    0.02384
NM_007235.6        0.45704   -0.01676   -0.03476   -0.05680
NM_032593.3       -0.11118    0.18826    0.07440   -0.13862
NM_030571.4        0.16571   -0.07273   -0.22802    0.03044
NM_004548.3       -0.42471   -0.06027   -0.21023    0.07637
NM_001519.4       -0.45522   -0.15388   -0.13546    0.04703
NM_013325.5       -0.26090   -0.13568   -0.18340    0.07196
NM_006510.5       -0.25598   -0.01135   -0.06969    0.03212
NM_004792.3        0.56145   -0.12159   -0.05604    0.05155
NM_001261434.2    -0.05431    0.11656   -0.06654   -0.10314
NM_012073.5        0.16560    0.09699    0.04138    0.01288
NM_007346.4       -0.49616   -0.10660   -0.05598   -0.05604
NM_001025356.3     0.17452   -0.00684   -0.03080    0.01554
NM_014233.4       -0.42419    0.12601   -0.01075    0.03856
NM_015932.6        0.60252    0.06910    0.03248   -0.01571
NM_018346.3       -0.35656    0.02371   -0.02176   -0.07000
NM_013341.5        0.47246   -0.03422    0.00955    0.10761
NM_024941.4        0.48994   -0.11165   -0.05177    0.08549
NM_030978.3       -0.18260   -0.29111    0.10908   -0.22665
NM_198077.4       -0.03005   -0.33989    0.06153   -0.04845
NM_033547.4        0.21436    0.08589   -0.00897    0.02052
NM_021194.3        0.01831   -0.05224    0.04237   -0.04463
NM_032409.3       -0.35237   -0.06435    0.04441   -0.05202
NM_016219.5       -0.36826   -0.08269   -0.11516    0.01270
NM_002865.3        0.43032   -0.05949    0.06896    0.04647
NM_014891.7       -0.09913    0.06547   -0.14645   -0.07908
NM_031432.4       -0.43603   -0.15075   -0.04401   -0.15082
NM_032313.4       -0.13158   -0.03985    0.04304    0.02176
NM_001950.4       -0.24239    0.19339   -0.03539   -0.15333
NM_006243.4        0.29511   -0.13594    0.18529    0.01802
NM_002805.6       -0.05785    0.09811   -0.01678   -0.07001
NM_004632.4        0.14447   -0.01578   -0.00527   -0.01390
NM_004044.7        0.29043    0.00320   -0.02607    0.12425
NM_001031703.3    -0.17894   -0.02877   -0.21249   -0.07532
NM_006253.5       -0.27333   -0.04182   -0.07638   -0.09269
NM_022457.7        0.19144   -0.01306    0.00192   -0.06307
NM_006814.5       -0.14340    0.01026   -0.08567   -0.04522
NM_033109.5        0.57050   -0.07537    0.04798    0.00106
NM_152653.4        0.32902   -0.04326   -0.08456    0.02633
NM_005801.4        0.16870   -0.09304   -0.00466    0.21448
NM_032436.4        0.39939    0.17903    0.13256    0.06523
NM_014028.4       -0.03454   -0.07967    0.08953   -0.09295
NM_004739.4       -0.04541    0.13100   -0.10306   -0.05626
NM_015001.3        0.11017    0.05331   -0.06954    0.00981
NM_004786.3        0.48007   -0.00377    0.05101   -0.11785
NM_017590.6       -0.54445    0.06524   -0.06073    0.01789
NM_174889.5        0.29638   -0.14364   -0.03340    0.08427
NM_000302.4       -0.55286    0.01093   -0.03441   -0.01622
NM_014584.3        0.47103   -0.08239   -0.00371    0.04754
NM_139280.4       -0.60839   -0.00408   -0.12019   -0.23515
NM_199129.3       -0.55137   -0.02914    0.24321    0.12154
NM_138773.4        0.21167   -0.07321    0.07444   -0.02319
NM_002696.3       -0.13832    0.28858    0.14498    0.02463
NM_003092.5        0.41858    0.00743    0.01759    0.09930
NM_006067.5       -0.39120   -0.04862   -0.09876   -0.00034
NM_015173.4       -0.05068   -0.07438   -0.03043   -0.05616
NM_016196.4       -0.32500    0.01119   -0.10277   -0.02546
NM_014872.3        0.02073    0.02471   -0.00156    0.15480
NM_004928.3       -0.63962   -0.01004    0.02313    0.09573
NM_182640.3        0.34054   -0.12897    0.02374    0.01703
NM_003825.4        0.30996   -0.10311    0.05170    0.16296
NM_005002.5        0.23052    0.04877    0.10879   -0.09557
NM_007362.4       -0.03966   -0.11678    0.18406   -0.18951
NM_015957.4        0.42504   -0.06751    0.05302   -0.08049
NM_014235.5       -0.60663   -0.14395   -0.03839    0.10782
NM_019006.4        0.48427   -0.00005    0.12766    0.17242
NM_024095.5        0.05746    0.07823    0.00816    0.06044
NM_005993.5       -0.24602   -0.03368   -0.00279    0.04433
NM_006782.4       -0.41566    0.09929   -0.07685   -0.06186
NM_015387.5        0.45618   -0.10173   -0.05256   -0.04667
NM_016101.5       -0.04219    0.15271    0.06493   -0.19468
NM_016520.3       -0.02818    0.08369    0.02065   -0.07421
NM_003562.5       -0.38855    0.15472    0.08387    0.02891
NM_004698.4        0.18593    0.12005   -0.00809   -0.08074
NM_006429.4       -0.04412    0.19438   -0.03774    0.05041
NM_020199.3        0.14755   -0.05790   -0.09207   -0.00633
NM_018138.5        0.23887    0.03328   -0.06782    0.09266
NM_022104.4       -0.43623    0.05406    0.01556   -0.00280
NM_018840.5       -0.22079   -0.08067    0.03260   -0.40123
NM_016049.4       -0.26185    0.09207   -0.02858   -0.13464
NM_005903.7        0.35843    0.02914    0.08074    0.01271
NM_022913.4        0.54001    0.06449    0.18864   -0.00504
NM_003161.4        0.33877    0.03494    0.00870   -0.09381
NM_000108.5        0.57367   -0.09964    0.13518    0.08755
NM_004279.3        0.46565   -0.00204    0.08812   -0.02235
NM_002768.5       -0.51734   -0.04518    0.07903   -0.05024
NM_004236.4        0.47029   -0.09222    0.04276    0.00613
NM_002623.4        0.45853   -0.09505   -0.00322   -0.17424
NM_012164.4        0.10690   -0.06762   -0.17330    0.07195
NM_024562.2        0.15850   -0.00360   -0.10640    0.03065
NM_152740.4        0.22704    0.06015   -0.05605   -0.21823
NM_170746.4       -0.47454   -0.19956    0.22086    0.06789
NM_006335.3        0.32169   -0.04078   -0.01137   -0.05905
NM_015457.3       -0.04639    0.13188    0.08266    0.07136
NM_014413.4        0.21168   -0.06077    0.02043    0.05823
NM_033542.4       -0.55299    0.00324    0.13215   -0.18252
NM_003157.6        0.18607    0.07575   -0.08305   -0.04883
NM_001029885.2    -0.77882   -0.03036    0.10975    0.23252
NM_032334.3        0.22101   -0.06971    0.08956    0.00850
NM_002858.4        0.39963    0.03262    0.12430   -0.08323
NM_014680.5       -0.03554    0.19479    0.02072   -0.03257
NM_005659.7       -0.06027    0.02221    0.01754    0.21221
NM_031407.7        0.06657    0.14625    0.01194    0.02982
NM_015050.3       -0.13904    0.15550   -0.07133   -0.06152
NM_203397.3       -0.70075   -0.15881    0.11199   -0.04698
NM_004874.4        0.27348    0.00751    0.18029    0.00128
NM_003851.3       -0.38687   -0.19575    0.29258   -0.08454
NM_017905.6       -0.09199   -0.15740   -0.01061   -0.13647
NM_016630.7        0.33486   -0.04710   -0.04086   -0.08313
NM_023935.3       -0.36301    0.10724    0.03866   -0.06539
NM_005067.7       -0.37875   -0.19342    0.13654    0.04297
NM_002601.4        0.11164    0.02464   -0.04395    0.08384
NM_004168.4       -0.14061   -0.01691   -0.01310   -0.05301
NM_016355.4        0.20831    0.12088    0.15627   -0.11165
NM_012257.4        0.48067    0.00191    0.05856    0.15654
NM_130466.4       -0.11723    0.08738   -0.02955   -0.00086
NM_001419.3       -0.31088   -0.18517   -0.04930   -0.05880
NM_001137675.4     0.00701    0.10205   -0.05046   -0.05166
NM_001029859.3    -0.53560    0.15485   -0.15417    0.19625
